word_key,language_key,value
Municipio 5 de Navarra,es,Municipio 5 de Navarra
Municipio 5 de Navarra,en,Municipality 5 of Navarre
Municipio 5 de Navarra,ru,Муниципалитет 5 провинции Наварра
Municipio 5 de Ourense,es,Municipio 5 de Ourense
Municipio 5 de Ourense,en,Municipality 5 of Ourense
Municipio 5 de Ourense,ru,Муниципалитет 5 провинции Оуренсе
Municipio 5 de Palencia,es,Municipio 5 de Palencia
Municipio 5 de Palencia,en,Municipality 5 of Palencia
Municipio 5 de Palencia,ru,Муниципалитет 5 провинции Паленсия
Municipio 5 de Pontevedra,es,Municipio 5 de Pontevedra
Municipio 5 de Pontevedra,en,Municipality 5 of Pontevedra
Municipio 5 de Pontevedra,ru,Муниципалитет 5 провинции Понтеведра
Municipio 5 de Salamanca,es,Municipio 5 de Salamanca
Municipio 5 de Salamanca,en,Municipality 5 of Salamanca
Municipio 5 de Salamanca,ru,Муниципалитет 5 провинции Саламанка
Municipio 5 de Santa Cruz de Tenerife,es,Municipio 5 de Santa Cruz de Tenerife
Municipio 5 de Santa Cruz de Tenerife,en,Municipality 5 of Santa Cruz de Tenerife
Municipio 5 de Santa Cruz de Tenerife,ru,Муниципалитет 5 провинции Санта-Крус-де-Тенерифе
Municipio 5 de Segovia,es,Municipio 5 de Segovia
Municipio 5 de Segovia,en,Municipality 5 of Segovia
Municipio 5 de Segovia,ru,Муниципалитет 5 провинции Сеговия
Municipio 5 de Sevilla,es,Municipio 5 de Sevilla
Municipio 5 de Sevilla,en,Municipality 5 of Seville
Municipio 5 de Sevilla,ru,Муниципалитет 5 провинции Севилья
Municipio 5 de Soria,es,Municipio 5 de Soria
Municipio 5 de Soria,en,Municipality 5 of Soria
Municipio 5 de Soria,ru,Муниципалитет 5 провинции Сория
Municipio 5 de Tarragona,es,Municipio 5 de Tarragona
Municipio 5 de Tarragona,en,Municipality 5 of Tarragona
Municipio 5 de Tarragona,ru,Муниципалитет 5 провинции Таррагона
Municipio 5 de Teruel,es,Municipio 5 de Teruel
Municipio 5 de Teruel,en,Municipality 5 of Teruel
Municipio 5 de Teruel,ru,Муниципалитет 5 провинции Теруэль
Municipio 5 de Toledo,es,Municipio 5 de Toledo
Municipio 5 de Toledo,en,Municipality 5 of Toledo
Municipio 5 de Toledo,ru,Муниципалитет 5 провинции Толедо
Municipio 5 de Valencia,es,Municipio 5 de Valencia
Municipio 5 de Valencia,en,Municipality 5 of Valencia
Municipio 5 de Valencia,ru,Муниципалитет 5 провинции Валенсия
Municipio 5 de Valladolid,es,Municipio 5 de Valladolid
Municipio 5 de Valladolid,en,Municipality 5 of Valladolid
Municipio 5 de Valladolid,ru,Муниципалитет 5 провинции Вальядолид
Municipio 5 de Zamora,es,Municipio 5 de Zamora
Municipio 5 de Zamora,en,Municipality 5 of Zamora
Municipio 5 de Zamora,ru,Муниципалитет 5 провинции Самора
Municipio 5 de Zaragoza,es,Municipio 5 de Zaragoza
Municipio 5 de Zaragoza,en,Municipality 5 of Zaragoza
Municipio 5 de Zaragoza,ru,Муниципалитет 5 провинции Сарагоса
Municipio 5 de Álava,es,Municipio 5 de Álava
Municipio 5 de Álava,en,Municipality 5 of Álava
Municipio 5 de Álava,ru,Муниципалитет 5 провинции Алава
Municipio 5 de Ávila,es,Municipio 5 de Ávila
Municipio 5 de Ávila,en,Municipality 5 of Ávila
Municipio 5 de Ávila,ru,Муниципалитет 5 провинции Авила
Murcia,es,Murcia
Murcia,en,Murcia
Murcia,ru,Мурсия
Málaga,es,Málaga
Málaga,en,Malaga
Málaga,ru,Малага
Navarra,es,Navarra
Navarra,en,Navarre
Navarra,ru,Наварра
Ourense,es,Ourense
Ourense,en,Ourense
Ourense,ru,Оуренсе
Palencia,es,Palencia
Palencia,en,Palencia
Palencia,ru,Паленсия
País Vasco,es,País Vasco
País Vasco,en,Basque Country
País Vasco,ru,Страна Басков
Pontevedra,es,Pontevedra
Pontevedra,en,Pontevedra
Pontevedra,ru,Понтеведра
Principado de Asturias,es,Principado de Asturias
Principado de Asturias,en,Principality of Asturias
Principado de Asturias,ru,Княжество Астурия
Provincia,es,Provincia
Provincia,en,Province
Provincia,ru,Провинция
Región de Murcia,es,Región de Murcia
Región de Murcia,en,Region of Murcia
Región de Murcia,ru,Регион Мурсия
Salamanca,es,Salamanca
Salamanca,en,Salamanca
Salamanca,ru,Саламанка
Santa Cruz de Tenerife,es,Santa Cruz de Tenerife
Santa Cruz de Tenerife,en,Santa Cruz de Tenerife
Santa Cruz de Tenerife,ru,Санта-Крус-де-Тенерифе
Sector,es,Sector
Sector,en,Sector
Sector,ru,Сектор
Sector 1 de Municipio 1 de A Coruña,es,Sector 1 de Municipio 1 de A Coruña
Sector 1 de Municipio 1 de A Coruña,en,Sector 1 of Municipality 1 of A Coruña
Sector 1 de Municipio 1 de A Coruña,ru,Сектор 1 муниципалитета 1 провинции Ла-Корунья
Sector 1 de Municipio 1 de Albacete,es,Sector 1 de Municipio 1 de Albacete
Sector 1 de Municipio 1 de Albacete,en,Sector 1 of Municipality 1 of Albacete
Sector 1 de Municipio 1 de Albacete,ru,Сектор 1 муниципалитета 1 провинции Альбасете
Sector 1 de Municipio 1 de Alicante,es,Sector 1 de Municipio 1 de Alicante
Sector 1 de Municipio 1 de Alicante,en,Sector 1 of Municipality 1 of Alicante
Sector 1 de Municipio 1 de Alicante,ru,Сектор 1 муниципалитета 1 провинции Аликанте
Sector 1 de Municipio 1 de Almería,es,Sector 1 de Municipio 1 de Almería
Sector 1 de Municipio 1 de Almería,en,Sector 1 of Municipality 1 of Almeria
Sector 1 de Municipio 1 de Almería,ru,Сектор 1 муниципалитета 1 провинции Альмерия
Sector 1 de Municipio 1 de Asturias,es,Sector 1 de Municipio 1 de Asturias
Sector 1 de Municipio 1 de Asturias,en,Sector 1 of Municipality 1 of Asturias
Sector 1 de Municipio 1 de Asturias,ru,Сектор 1 муниципалитета 1 провинции Астурия
Sector 1 de Municipio 1 de Badajoz,es,Sector 1 de Municipio 1 de Badajoz
Sector 1 de Municipio 1 de Badajoz,en,Sector 1 of Municipality 1 of Badajoz
Sector 1 de Municipio 1 de Badajoz,ru,Сектор 1 муниципалитета 1 провинции Бадахос
Sector 1 de Municipio 1 de Barcelona,es,Sector 1 de Municipio 1 de Barcelona
Sector 1 de Municipio 1 de Barcelona,en,Sector 1 of Municipality 1 of Barcelona
Sector 1 de Municipio 1 de Barcelona,ru,Сектор 1 муниципалитета 1 провинции Барселона
Sector 1 de Municipio 1 de Bizkaia,es,Sector 1 de Municipio 1 de Bizkaia
Sector 1 de Municipio 1 de Bizkaia,en,Sector 1 of Municipality 1 of Biscay
Sector 1 de Municipio 1 de Bizkaia,ru,Сектор 1 муниципалитета 1 провинции Бискайя
Sector 1 de Municipio 1 de Burgos,es,Sector 1 de Municipio 1 de Burgos
Sector 1 de Municipio 1 de Burgos,en,Sector 1 of Municipality 1 of Burgos
Sector 1 de Municipio 1 de Burgos,ru,Сектор 1 муниципалитета 1 провинции Бургос
Sector 1 de Municipio 1 de Cantabria,es,Sector 1 de Municipio 1 de Cantabria
Sector 1 de Municipio 1 de Cantabria,en,Sector 1 of Municipality 1 of Cantabria
Sector 1 de Municipio 1 de Cantabria,ru,Сектор 1 муниципалитета 1 провинции Кантабрия
Sector 1 de Municipio 1 de Castellón,es,Sector 1 de Municipio 1 de Castellón
Sector 1 de Municipio 1 de Castellón,en,Sector 1 of Municipality 1 of Castellon
Sector 1 de Municipio 1 de Castellón,ru,Сектор 1 муниципалитета 1 провинции Кастельон
Sector 1 de Municipio 1 de Ceuta,es,Sector 1 de Municipio 1 de Ceuta
Sector 1 de Municipio 1 de Ceuta,en,Sector 1 of Municipality 1 of Ceuta
Sector 1 de Municipio 1 de Ceuta,ru,Сектор 1 муниципалитета 1 провинции Сеута
Sector 1 de Municipio 1 de Ciudad Real,es,Sector 1 de Municipio 1 de Ciudad Real
Sector 1 de Municipio 1 de Ciudad Real,en,Sector 1 of Municipality 1 of Ciudad Real
Sector 1 de Municipio 1 de Ciudad Real,ru,Сектор 1 муниципалитета 1 провинции Сьюдад-Реаль
Sector 1 de Municipio 1 de Cuenca,es,Sector 1 de Municipio 1 de Cuenca
Sector 1 de Municipio 1 de Cuenca,en,Sector 1 of Municipality 1 of Cuenca
Sector 1 de Municipio 1 de Cuenca,ru,Сектор 1 муниципалитета 1 провинции Куэнка
Sector 1 de Municipio 1 de Cáceres,es,Sector 1 de Municipio 1 de Cáceres
Sector 1 de Municipio 1 de Cáceres,en,Sector 1 of Municipality 1 of Caceres
Sector 1 de Municipio 1 de Cáceres,ru,Сектор 1 муниципалитета 1 провинции Касерес
Sector 1 de Municipio 1 de Cádiz,es,Sector 1 de Municipio 1 de Cádiz
Sector 1 de Municipio 1 de Cádiz,en,Sector 1 of Municipality 1 of Cadiz
Sector 1 de Municipio 1 de Cádiz,ru,Сектор 1 муниципалитета 1 провинции Кадис
Sector 1 de Municipio 1 de Córdoba,es,Sector 1 de Municipio 1 de Córdoba
Sector 1 de Municipio 1 de Córdoba,en,Sector 1 of Municipality 1 of Cordoba
Sector 1 de Municipio 1 de Córdoba,ru,Сектор 1 муниципалитета 1 провинции Кордова
Sector 1 de Municipio 1 de Gipuzkoa,es,Sector 1 de Municipio 1 de Gipuzkoa
Sector 1 de Municipio 1 de Gipuzkoa,en,Sector 1 of Municipality 1 of Gipuzkoa
Sector 1 de Municipio 1 de Gipuzkoa,ru,Сектор 1 муниципалитета 1 провинции Гипускоа
Sector 1 de Municipio 1 de Girona,es,Sector 1 de Municipio 1 de Girona
Sector 1 de Municipio 1 de Girona,en,Sector 1 of Municipality 1 of Girona
Sector 1 de Municipio 1 de Girona,ru,Сектор 1 муниципалитета 1 провинции Жирона
Sector 1 de Municipio 1 de Granada,es,Sector 1 de Municipio 1 de Granada
Sector 1 de Municipio 1 de Granada,en,Sector 1 of Municipality 1 of Granada
Sector 1 de Municipio 1 de Granada,ru,Сектор 1 муниципалитета 1 провинции Гранада
Sector 1 de Municipio 1 de Guadalajara,es,Sector 1 de Municipio 1 de Guadalajara
Sector 1 de Municipio 1 de Guadalajara,en,Sector 1 of Municipality 1 of Guadalajara
Sector 1 de Municipio 1 de Guadalajara,ru,Сектор 1 муниципалитета 1 провинции Гвадалахара
Sector 1 de Municipio 1 de Huelva,es,Sector 1 de Municipio 1 de Huelva
Sector 1 de Municipio 1 de Huelva,en,Sector 1 of Municipality 1 of Huelva
Sector 1 de Municipio 1 de Huelva,ru,Сектор 1 муниципалитета 1 провинции Уэльва
Sector 1 de Municipio 1 de Huesca,es,Sector 1 de Municipio 1 de Huesca
Sector 1 de Municipio 1 de Huesca,en,Sector 1 of Municipality 1 of Huesca
Sector 1 de Municipio 1 de Huesca,ru,Сектор 1 муниципалитета 1 провинции Уэска
Sector 1 de Municipio 1 de Illes Balears,es,Sector 1 de Municipio 1 de Illes Balears
Sector 1 de Municipio 1 de Illes Balears,en,Sector 1 of Municipality 1 of Balearic Islands
Sector 1 de Municipio 1 de Illes Balears,ru,Сектор 1 муниципалитета 1 провинции Балеарские острова
Sector 1 de Municipio 1 de Jaén,es,Sector 1 de Municipio 1 de Jaén
Sector 1 de Municipio 1 de Jaén,en,Sector 1 of Municipality 1 of Jaen
Sector 1 de Municipio 1 de Jaén,ru,Сектор 1 муниципалитета 1 провинции Хаэн
Sector 1 de Municipio 1 de La Rioja,es,Sector 1 de Municipio 1 de La Rioja
Sector 1 de Municipio 1 de La Rioja,en,Sector 1 of Municipality 1 of La Rioja
Sector 1 de Municipio 1 de La Rioja,ru,Сектор 1 муниципалитета 1 провинции Ла-Риоха
Sector 1 de Municipio 1 de Las Palmas,es,Sector 1 de Municipio 1 de Las Palmas
Sector 1 de Municipio 1 de Las Palmas,en,Sector 1 of Municipality 1 of Las Palmas
Sector 1 de Municipio 1 de Las Palmas,ru,Сектор 1 муниципалитета 1 провинции Лас-Пальмас
Sector 1 de Municipio 1 de León,es,Sector 1 de Municipio 1 de León
Sector 1 de Municipio 1 de León,en,Sector 1 of Municipality 1 of Leon
Sector 1 de Municipio 1 de León,ru,Сектор 1 муниципалитета 1 провинции Леон
Sector 1 de Municipio 1 de Lleida,es,Sector 1 de Municipio 1 de Lleida
Sector 1 de Municipio 1 de Lleida,en,Sector 1 of Municipality 1 of Lleida
Sector 1 de Municipio 1 de Lleida,ru,Сектор 1 муниципалитета 1 провинции Льейда
Sector 1 de Municipio 1 de Lugo,es,Sector 1 de Municipio 1 de Lugo
Sector 1 de Municipio 1 de Lugo,en,Sector 1 of Municipality 1 of Lugo
Sector 1 de Municipio 1 de Lugo,ru,Сектор 1 муниципалитета 1 провинции Луго
Sector 1 de Municipio 1 de Madrid,es,Sector 1 de Municipio 1 de Madrid
Sector 1 de Municipio 1 de Madrid,en,Sector 1 of Municipality 1 of Madrid
Sector 1 de Municipio 1 de Madrid,ru,Сектор 1 муниципалитета 1 провинции Мадрид
Sector 1 de Municipio 1 de Melilla,es,Sector 1 de Municipio 1 de Melilla
Sector 1 de Municipio 1 de Melilla,en,Sector 1 of Municipality 1 of Melilla
Sector 1 de Municipio 1 de Melilla,ru,Сектор 1 муниципалитета 1 провинции Мелилья
Sector 1 de Municipio 1 de Murcia,es,Sector 1 de Municipio 1 de Murcia
Sector 1 de Municipio 1 de Murcia,en,Sector 1 of Municipality 1 of Murcia
Sector 1 de Municipio 1 de Murcia,ru,Сектор 1 муниципалитета 1 провинции Мурсия
Sector 1 de Municipio 1 de Málaga,es,Sector 1 de Municipio 1 de Málaga
Sector 1 de Municipio 1 de Málaga,en,Sector 1 of Municipality 1 of Malaga
Sector 1 de Municipio 1 de Málaga,ru,Сектор 1 муниципалитета 1 провинции Малага
Sector 1 de Municipio 1 de Navarra,es,Sector 1 de Municipio 1 de Navarra
Sector 1 de Municipio 1 de Navarra,en,Sector 1 of Municipality 1 of Navarre
Sector 1 de Municipio 1 de Navarra,ru,Сектор 1 муниципалитета 1 провинции Наварра
Sector 1 de Municipio 1 de Ourense,es,Sector 1 de Municipio 1 de Ourense
Sector 1 de Municipio 1 de Ourense,en,Sector 1 of Municipality 1 of Ourense
Sector 1 de Municipio 1 de Ourense,ru,Сектор 1 муниципалитета 1 провинции Оуренсе
Sector 1 de Municipio 1 de Palencia,es,Sector 1 de Municipio 1 de Palencia
Sector 1 de Municipio 1 de Palencia,en,Sector 1 of Municipality 1 of Palencia
Sector 1 de Municipio 1 de Palencia,ru,Сектор 1 муниципалитета 1 провинции Паленсия
Sector 1 de Municipio 1 de Pontevedra,es,Sector 1 de Municipio 1 de Pontevedra
Sector 1 de Municipio 1 de Pontevedra,en,Sector 1 of Municipality 1 of Pontevedra
Sector 1 de Municipio 1 de Pontevedra,ru,Сектор 1 муниципалитета 1 провинции Понтеведра
Sector 1 de Municipio 1 de Salamanca,es,Sector 1 de Municipio 1 de Salamanca
Sector 1 de Municipio 1 de Salamanca,en,Sector 1 of Municipality 1 of Salamanca
Sector 1 de Municipio 1 de Salamanca,ru,Сектор 1 муниципалитета 1 провинции Саламанка
Sector 1 de Municipio 1 de Santa Cruz de Tenerife,es,Sector 1 de Municipio 1 de Santa Cruz de Tenerife
Sector 1 de Municipio 1 de Santa Cruz de Tenerife,en,Sector 1 of Municipality 1 of Santa Cruz de Tenerife
Sector 1 de Municipio 1 de Santa Cruz de Tenerife,ru,Сектор 1 муниципалитета 1 провинции Санта-Крус-де-Тенерифе
Sector 1 de Municipio 1 de Segovia,es,Sector 1 de Municipio 1 de Segovia
Sector 1 de Municipio 1 de Segovia,en,Sector 1 of Municipality 1 of Segovia
Sector 1 de Municipio 1 de Segovia,ru,Сектор 1 муниципалитета 1 провинции Сеговия
Sector 1 de Municipio 1 de Sevilla,es,Sector 1 de Municipio 1 de Sevilla
Sector 1 de Municipio 1 de Sevilla,en,Sector 1 of Municipality 1 of Seville
Sector 1 de Municipio 1 de Sevilla,ru,Сектор 1 муниципалитета 1 провинции Севилья
Sector 1 de Municipio 1 de Soria,es,Sector 1 de Municipio 1 de Soria
Sector 1 de Municipio 1 de Soria,en,Sector 1 of Municipality 1 of Soria
Sector 1 de Municipio 1 de Soria,ru,Сектор 1 муниципалитета 1 провинции Сория
Sector 1 de Municipio 1 de Tarragona,es,Sector 1 de Municipio 1 de Tarragona
Sector 1 de Municipio 1 de Tarragona,en,Sector 1 of Municipality 1 of Tarragona
Sector 1 de Municipio 1 de Tarragona,ru,Сектор 1 муниципалитета 1 провинции Таррагона
Sector 1 de Municipio 1 de Teruel,es,Sector 1 de Municipio 1 de Teruel
Sector 1 de Municipio 1 de Teruel,en,Sector 1 of Municipality 1 of Teruel
Sector 1 de Municipio 1 de Teruel,ru,Сектор 1 муниципалитета 1 провинции Теруэль
Sector 1 de Municipio 1 de Toledo,es,Sector 1 de Municipio 1 de Toledo
Sector 1 de Municipio 1 de Toledo,en,Sector 1 of Municipality 1 of Toledo
Sector 1 de Municipio 1 de Toledo,ru,Сектор 1 муниципалитета 1 провинции Толедо
Sector 1 de Municipio 1 de Valencia,es,Sector 1 de Municipio 1 de Valencia
Sector 1 de Municipio 1 de Valencia,en,Sector 1 of Municipality 1 of Valencia
Sector 1 de Municipio 1 de Valencia,ru,Сектор 1 муниципалитета 1 провинции Валенсия
Sector 1 de Municipio 1 de Valladolid,es,Sector 1 de Municipio 1 de Valladolid
Sector 1 de Municipio 1 de Valladolid,en,Sector 1 of Municipality 1 of Valladolid
Sector 1 de Municipio 1 de Valladolid,ru,Сектор 1 муниципалитета 1 провинции Вальядолид
Sector 1 de Municipio 1 de Zamora,es,Sector 1 de Municipio 1 de Zamora
Sector 1 de Municipio 1 de Zamora,en,Sector 1 of Municipality 1 of Zamora
Sector 1 de Municipio 1 de Zamora,ru,Сектор 1 муниципалитета 1 провинции Самора
Sector 1 de Municipio 1 de Zaragoza,es,Sector 1 de Municipio 1 de Zaragoza
Sector 1 de Municipio 1 de Zaragoza,en,Sector 1 of Municipality 1 of Zaragoza
Sector 1 de Municipio 1 de Zaragoza,ru,Сектор 1 муниципалитета 1 провинции Сарагоса
Sector 1 de Municipio 1 de Álava,es,Sector 1 de Municipio 1 de Álava
Sector 1 de Municipio 1 de Álava,en,Sector 1 of Municipality 1 of Álava
Sector 1 de Municipio 1 de Álava,ru,Сектор 1 муниципалитета 1 провинции Алава
Sector 1 de Municipio 1 de Ávila,es,Sector 1 de Municipio 1 de Ávila
Sector 1 de Municipio 1 de Ávila,en,Sector 1 of Municipality 1 of Ávila
Sector 1 de Municipio 1 de Ávila,ru,Сектор 1 муниципалитета 1 провинции Авила
Sector 1 de Municipio 2 de A Coruña,es,Sector 1 de Municipio 2 de A Coruña
Sector 1 de Municipio 2 de A Coruña,en,Sector 1 of Municipality 2 of A Coruña
Sector 1 de Municipio 2 de A Coruña,ru,Сектор 1 муниципалитета 2 провинции Ла-Корунья
Sector 1 de Municipio 2 de Albacete,es,Sector 1 de Municipio 2 de Albacete
Sector 1 de Municipio 2 de Albacete,en,Sector 1 of Municipality 2 of Albacete
Sector 1 de Municipio 2 de Albacete,ru,Сектор 1 муниципалитета 2 провинции Альбасете
Sector 1 de Municipio 2 de Alicante,es,Sector 1 de Municipio 2 de Alicante
Sector 1 de Municipio 2 de Alicante,en,Sector 1 of Municipality 2 of Alicante
Sector 1 de Municipio 2 de Alicante,ru,Сектор 1 муниципалитета 2 провинции Аликанте
Sector 1 de Municipio 2 de Almería,es,Sector 1 de Municipio 2 de Almería
Sector 1 de Municipio 2 de Almería,en,Sector 1 of Municipality 2 of Almeria
Sector 1 de Municipio 2 de Almería,ru,Сектор 1 муниципалитета 2 провинции Альмерия
Sector 1 de Municipio 2 de Asturias,es,Sector 1 de Municipio 2 de Asturias
Sector 1 de Municipio 2 de Asturias,en,Sector 1 of Municipality 2 of Asturias
Sector 1 de Municipio 2 de Asturias,ru,Сектор 1 муниципалитета 2 провинции Астурия
Sector 1 de Municipio 2 de Badajoz,es,Sector 1 de Municipio 2 de Badajoz
Sector 1 de Municipio 2 de Badajoz,en,Sector 1 of Municipality 2 of Badajoz
Sector 1 de Municipio 2 de Badajoz,ru,Сектор 1 муниципалитета 2 провинции Бадахос
Sector 1 de Municipio 2 de Barcelona,es,Sector 1 de Municipio 2 de Barcelona
Sector 1 de Municipio 2 de Barcelona,en,Sector 1 of Municipality 2 of Barcelona
Sector 1 de Municipio 2 de Barcelona,ru,Сектор 1 муниципалитета 2 провинции Барселона
Sector 1 de Municipio 2 de Bizkaia,es,Sector 1 de Municipio 2 de Bizkaia
Sector 1 de Municipio 2 de Bizkaia,en,Sector 1 of Municipality 2 of Biscay
Sector 1 de Municipio 2 de Bizkaia,ru,Сектор 1 муниципалитета 2 провинции Бискайя
Sector 1 de Municipio 2 de Burgos,es,Sector 1 de Municipio 2 de Burgos
Sector 1 de Municipio 2 de Burgos,en,Sector 1 of Municipality 2 of Burgos
Sector 1 de Municipio 2 de Burgos,ru,Сектор 1 муниципалитета 2 провинции Бургос
Sector 1 de Municipio 2 de Cantabria,es,Sector 1 de Municipio 2 de Cantabria
Sector 1 de Municipio 2 de Cantabria,en,Sector 1 of Municipality 2 of Cantabria
Sector 1 de Municipio 2 de Cantabria,ru,Сектор 1 муниципалитета 2 провинции Кантабрия
Sector 1 de Municipio 2 de Castellón,es,Sector 1 de Municipio 2 de Castellón
Sector 1 de Municipio 2 de Castellón,en,Sector 1 of Municipality 2 of Castellon
Sector 1 de Municipio 2 de Castellón,ru,Сектор 1 муниципалитета 2 провинции Кастельон
Sector 1 de Municipio 2 de Ceuta,es,Sector 1 de Municipio 2 de Ceuta
Sector 1 de Municipio 2 de Ceuta,en,Sector 1 of Municipality 2 of Ceuta
Sector 1 de Municipio 2 de Ceuta,ru,Сектор 1 муниципалитета 2 провинции Сеута
Sector 1 de Municipio 2 de Ciudad Real,es,Sector 1 de Municipio 2 de Ciudad Real
Sector 1 de Municipio 2 de Ciudad Real,en,Sector 1 of Municipality 2 of Ciudad Real
Sector 1 de Municipio 2 de Ciudad Real,ru,Сектор 1 муниципалитета 2 провинции Сьюдад-Реаль
Sector 1 de Municipio 2 de Cuenca,es,Sector 1 de Municipio 2 de Cuenca
Sector 1 de Municipio 2 de Cuenca,en,Sector 1 of Municipality 2 of Cuenca
Sector 1 de Municipio 2 de Cuenca,ru,Сектор 1 муниципалитета 2 провинции Куэнка
Sector 1 de Municipio 2 de Cáceres,es,Sector 1 de Municipio 2 de Cáceres
Sector 1 de Municipio 2 de Cáceres,en,Sector 1 of Municipality 2 of Caceres
Sector 1 de Municipio 2 de Cáceres,ru,Сектор 1 муниципалитета 2 провинции Касерес
Sector 1 de Municipio 2 de Cádiz,es,Sector 1 de Municipio 2 de Cádiz
Sector 1 de Municipio 2 de Cádiz,en,Sector 1 of Municipality 2 of Cadiz
Sector 1 de Municipio 2 de Cádiz,ru,Сектор 1 муниципалитета 2 провинции Кадис
Sector 1 de Municipio 2 de Córdoba,es,Sector 1 de Municipio 2 de Córdoba
Sector 1 de Municipio 2 de Córdoba,en,Sector 1 of Municipality 2 of Cordoba
Sector 1 de Municipio 2 de Córdoba,ru,Сектор 1 муниципалитета 2 провинции Кордова
Sector 1 de Municipio 2 de Gipuzkoa,es,Sector 1 de Municipio 2 de Gipuzkoa
Sector 1 de Municipio 2 de Gipuzkoa,en,Sector 1 of Municipality 2 of Gipuzkoa
Sector 1 de Municipio 2 de Gipuzkoa,ru,Сектор 1 муниципалитета 2 провинции Гипускоа
Sector 1 de Municipio 2 de Girona,es,Sector 1 de Municipio 2 de Girona
Sector 1 de Municipio 2 de Girona,en,Sector 1 of Municipality 2 of Girona
Sector 1 de Municipio 2 de Girona,ru,Сектор 1 муниципалитета 2 провинции Жирона
Sector 1 de Municipio 2 de Granada,es,Sector 1 de Municipio 2 de Granada
Sector 1 de Municipio 2 de Granada,en,Sector 1 of Municipality 2 of Granada
Sector 1 de Municipio 2 de Granada,ru,Сектор 1 муниципалитета 2 провинции Гранада
Sector 1 de Municipio 2 de Guadalajara,es,Sector 1 de Municipio 2 de Guadalajara
Sector 1 de Municipio 2 de Guadalajara,en,Sector 1 of Municipality 2 of Guadalajara
Sector 1 de Municipio 2 de Guadalajara,ru,Сектор 1 муниципалитета 2 провинции Гвадалахара
Sector 1 de Municipio 2 de Huelva,es,Sector 1 de Municipio 2 de Huelva
Sector 1 de Municipio 2 de Huelva,en,Sector 1 of Municipality 2 of Huelva
Sector 1 de Municipio 2 de Huelva,ru,Сектор 1 муниципалитета 2 провинции Уэльва
Sector 1 de Municipio 2 de Huesca,es,Sector 1 de Municipio 2 de Huesca
Sector 1 de Municipio 2 de Huesca,en,Sector 1 of Municipality 2 of Huesca
Sector 1 de Municipio 2 de Huesca,ru,Сектор 1 муниципалитета 2 провинции Уэска
Sector 1 de Municipio 2 de Illes Balears,es,Sector 1 de Municipio 2 de Illes Balears
Sector 1 de Municipio 2 de Illes Balears,en,Sector 1 of Municipality 2 of Balearic Islands
Sector 1 de Municipio 2 de Illes Balears,ru,Сектор 1 муниципалитета 2 провинции Балеарские острова
Sector 1 de Municipio 2 de Jaén,es,Sector 1 de Municipio 2 de Jaén
Sector 1 de Municipio 2 de Jaén,en,Sector 1 of Municipality 2 of Jaen
Sector 1 de Municipio 2 de Jaén,ru,Сектор 1 муниципалитета 2 провинции Хаэн
Sector 1 de Municipio 2 de La Rioja,es,Sector 1 de Municipio 2 de La Rioja
Sector 1 de Municipio 2 de La Rioja,en,Sector 1 of Municipality 2 of La Rioja
Sector 1 de Municipio 2 de La Rioja,ru,Сектор 1 муниципалитета 2 провинции Ла-Риоха
Sector 1 de Municipio 2 de Las Palmas,es,Sector 1 de Municipio 2 de Las Palmas
Sector 1 de Municipio 2 de Las Palmas,en,Sector 1 of Municipality 2 of Las Palmas
Sector 1 de Municipio 2 de Las Palmas,ru,Сектор 1 муниципалитета 2 провинции Лас-Пальмас
Sector 1 de Municipio 2 de León,es,Sector 1 de Municipio 2 de León
Sector 1 de Municipio 2 de León,en,Sector 1 of Municipality 2 of Leon
Sector 1 de Municipio 2 de León,ru,Сектор 1 муниципалитета 2 провинции Леон
Sector 1 de Municipio 2 de Lleida,es,Sector 1 de Municipio 2 de Lleida
Sector 1 de Municipio 2 de Lleida,en,Sector 1 of Municipality 2 of Lleida
Sector 1 de Municipio 2 de Lleida,ru,Сектор 1 муниципалитета 2 провинции Льейда
Sector 1 de Municipio 2 de Lugo,es,Sector 1 de Municipio 2 de Lugo
Sector 1 de Municipio 2 de Lugo,en,Sector 1 of Municipality 2 of Lugo
Sector 1 de Municipio 2 de Lugo,ru,Сектор 1 муниципалитета 2 провинции Луго
Sector 1 de Municipio 2 de Madrid,es,Sector 1 de Municipio 2 de Madrid
Sector 1 de Municipio 2 de Madrid,en,Sector 1 of Municipality 2 of Madrid
Sector 1 de Municipio 2 de Madrid,ru,Сектор 1 муниципалитета 2 провинции Мадрид
Sector 1 de Municipio 2 de Melilla,es,Sector 1 de Municipio 2 de Melilla
Sector 1 de Municipio 2 de Melilla,en,Sector 1 of Municipality 2 of Melilla
Sector 1 de Municipio 2 de Melilla,ru,Сектор 1 муниципалитета 2 провинции Мелилья
Sector 1 de Municipio 2 de Murcia,es,Sector 1 de Municipio 2 de Murcia
Sector 1 de Municipio 2 de Murcia,en,Sector 1 of Municipality 2 of Murcia
Sector 1 de Municipio 2 de Murcia,ru,Сектор 1 муниципалитета 2 провинции Мурсия
Sector 1 de Municipio 2 de Málaga,es,Sector 1 de Municipio 2 de Málaga
Sector 1 de Municipio 2 de Málaga,en,Sector 1 of Municipality 2 of Malaga
Sector 1 de Municipio 2 de Málaga,ru,Сектор 1 муниципалитета 2 провинции Малага
Sector 1 de Municipio 2 de Navarra,es,Sector 1 de Municipio 2 de Navarra
